*** Start ***
*** SYS ARGS ***
Sensor row length    s_n : 16
Sensor row spacing   s_d : 5 m
Sampling period        T : 25 s
*** Initializing sensors ***
*** Initializing grid ***
Grid dimensions: (75, 75) m
>> p(I|[25000, -40.0, 39.5])=0.0
>> Storing LE at (0, 795)in le_matrix.
thetaLLE: [25000, -40.0, 39.6]
>> Log p(I|[25000, -40.0, 39.6])=-9886.809869012377
>> p(I|[25000, -40.0, 39.6])=0.0
>> Storing LE at (0, 796)in le_matrix.
thetaLLE: [25000, -40.0, 39.7]
>> Log p(I|[25000, -40.0, 39.7])=-9869.971966212483
>> p(I|[25000, -40.0, 39.7])=0.0
>> Storing LE at (0, 797)in le_matrix.
thetaLLE: [25000, -40.0, 39.8]
>> Log p(I|[25000, -40.0, 39.8])=-9855.033465747194
>> p(I|[25000, -40.0, 39.8])=0.0
>> Storing LE at (0, 798)in le_matrix.
thetaLLE: [25000, -40.0, 39.9]
>> Log p(I|[25000, -40.0, 39.9])=-9839.729322393214
>> p(I|[25000, -40.0, 39.9])=0.0
>> Storing LE at (0, 799)in le_matrix.
thetaLLE: [25000, -40.0, 40.0]
>> Log p(I|[25000, -40.0, 40.0])=-9824.775702543426
>> p(I|[25000, -40.0, 40.0])=0.0
>> Storing LE at (0, 800)in le_matrix.
thetaLLE: [25000, -39.9, -40.0]
>> Log p(I|[25000, -39.9, -40.0])=-15803.414849741615
>> p(I|[25000, -39.9, -40.0])=0.0
>> Storing LE at (1, 0)in le_matrix.
thetaLLE: [25000, -39.9, -39.9]
>> Log p(I|[25000, -39.9, -39.9])=-15843.614307400376
>> p(I|[25000, -39.9, -39.9])=0.0
>> Storing LE at (1, 1)in le_matrix.
thetaLLE: [25000, -39.9, -39.8]
>> Log p(I|[25000, -39.9, -39.8])=-15880.383072848877
>> p(I|[25000, -39.9, -39.8])=0.0
>> Storing LE at (1, 2)in le_matrix.
thetaLLE: [25000, -39.9, -39.7]
>> Log p(I|[25000, -39.9, -39.7])=-15920.419182927626
>> p(I|[25000, -39.9, -39.7])=0.0
>> Storing LE at (1, 3)in le_matrix.
thetaLLE: [25000, -39.9, -39.6]
>> Log p(I|[25000, -39.9, -39.6])=-15951.300857308339
>> p(I|[25000, -39.9, -39.6])=0.0
>> Storing LE at (1, 4)in le_matrix.
thetaLLE: [25000, -39.9, -39.5]
>> Log p(I|[25000, -39.9, -39.5])=-16000.588614254752
>> p(I|[25000, -39.9, -39.5])=0.0
>> Storing LE at (1, 5)in le_matrix.
thetaLLE: [25000, -39.9, -39.4]
>> Log p(I|[25000, -39.9, -39.4])=-15870.476179765288
>> p(I|[25000, -39.9, -39.4])=0.0
>> Storing LE at (1, 6)in le_matrix.
thetaLLE: [25000, -39.9, -39.3]
>> Log p(I|[25000, -39.9, -39.3])=-15895.518048157925
>> p(I|[25000, -39.9, -39.3])=0.0
>> Storing LE at (1, 7)in le_matrix.
thetaLLE: [25000, -39.9, -39.2]
>> Log p(I|[25000, -39.9, -39.2])=-15934.09173104739
>> p(I|[25000, -39.9, -39.2])=0.0
>> Storing LE at (1, 8)in le_matrix.
thetaLLE: [25000, -39.9, -39.1]
>> Log p(I|[25000, -39.9, -39.1])=-15786.853960017965
>> p(I|[25000, -39.9, -39.1])=0.0
>> Storing LE at (1, 9)in le_matrix.
thetaLLE: [25000, -39.9, -39.0]
>> Log p(I|[25000, -39.9, -39.0])=-15812.999209973712
>> p(I|[25000, -39.9, -39.0])=0.0
>> Storing LE at (1, 10)in le_matrix.
thetaLLE: [25000, -39.9, -38.9]
>> Log p(I|[25000, -39.9, -38.9])=-15839.524154356664
>> p(I|[25000, -39.9, -38.9])=0.0
>> Storing LE at (1, 11)in le_matrix.
thetaLLE: [25000, -39.9, -38.8]
>> Log p(I|[25000, -39.9, -38.8])=-15866.434881636254
>> p(I|[25000, -39.9, -38.8])=0.0
>> Storing LE at (1, 12)in le_matrix.
thetaLLE: [25000, -39.9, -38.7]
>> Log p(I|[25000, -39.9, -38.7])=-15893.737975264057
>> p(I|[25000, -39.9, -38.7])=0.0
>> Storing LE at (1, 13)in le_matrix.
thetaLLE: [25000, -39.9, -38.6]
>> Log p(I|[25000, -39.9, -38.6])=-15921.43976253521
>> p(I|[25000, -39.9, -38.6])=0.0
>> Storing LE at (1, 14)in le_matrix.
thetaLLE: [25000, -39.9, -38.5]
>> Log p(I|[25000, -39.9, -38.5])=-15949.54723686006
>> p(I|[25000, -39.9, -38.5])=0.0
>> Storing LE at (1, 15)in le_matrix.
thetaLLE: [25000, -39.9, -38.4]
>> Log p(I|[25000, -39.9, -38.4])=-15978.06730630408
>> p(I|[25000, -39.9, -38.4])=0.0
>> Storing LE at (1, 16)in le_matrix.
thetaLLE: [25000, -39.9, -38.3]
>> Log p(I|[25000, -39.9, -38.3])=-16007.006242268357
>> p(I|[25000, -39.9, -38.3])=0.0
>> Storing LE at (1, 17)in le_matrix.
thetaLLE: [25000, -39.9, -38.2]
>> Log p(I|[25000, -39.9, -38.2])=-16036.372339854768
>> p(I|[25000, -39.9, -38.2])=0.0
>> Storing LE at (1, 18)in le_matrix.
thetaLLE: [25000, -39.9, -38.1]
>> Log p(I|[25000, -39.9, -38.1])=-16066.17216843533
>> p(I|[25000, -39.9, -38.1])=0.0
>> Storing LE at (1, 19)in le_matrix.
thetaLLE: [25000, -39.9, -38.0]
>> Log p(I|[25000, -39.9, -38.0])=-16096.41574973404
>> p(I|[25000, -39.9, -38.0])=0.0
>> Storing LE at (1, 20)in le_matrix.
thetaLLE: [25000, -39.9, -37.9]
>> Log p(I|[25000, -39.9, -37.9])=-16127.109467545253
>> p(I|[25000, -39.9, -37.9])=0.0
>> Storing LE at (1, 21)in le_matrix.
thetaLLE: [25000, -39.9, -37.8]
>> Log p(I|[25000, -39.9, -37.8])=-16158.25738832182
>> p(I|[25000, -39.9, -37.8])=0.0
>> Storing LE at (1, 22)in le_matrix.
thetaLLE: [25000, -39.9, -37.7]
>> Log p(I|[25000, -39.9, -37.7])=-16189.872164717883
>> p(I|[25000, -39.9, -37.7])=0.0
>> Storing LE at (1, 23)in le_matrix.
thetaLLE: [25000, -39.9, -37.6]
>> Log p(I|[25000, -39.9, -37.6])=-16221.975652572817
>> p(I|[25000, -39.9, -37.6])=0.0
>> Storing LE at (1, 24)in le_matrix.
thetaLLE: [25000, -39.9, -37.5]
>> Log p(I|[25000, -39.9, -37.5])=-16254.544187292304
>> p(I|[25000, -39.9, -37.5])=0.0
>> Storing LE at (1, 25)in le_matrix.
thetaLLE: [25000, -39.9, -37.4]
>> Log p(I|[25000, -39.9, -37.4])=-16287.577869772296
>> p(I|[25000, -39.9, -37.4])=0.0
>> Storing LE at (1, 26)in le_matrix.
thetaLLE: [25000, -39.9, -37.3]
>> Log p(I|[25000, -39.9, -37.3])=-16321.244023006222
>> p(I|[25000, -39.9, -37.3])=0.0
>> Storing LE at (1, 27)in le_matrix.
thetaLLE: [25000, -39.9, -37.2]
>> Log p(I|[25000, -39.9, -37.2])=-16355.307350120165
>> p(I|[25000, -39.9, -37.2])=0.0
>> Storing LE at (1, 28)in le_matrix.
thetaLLE: [25000, -39.9, -37.1]
>> Log p(I|[25000, -39.9, -37.1])=-16389.919381015432
>> p(I|[25000, -39.9, -37.1])=0.0
>> Storing LE at (1, 29)in le_matrix.
thetaLLE: [25000, -39.9, -37.0]
>> Log p(I|[25000, -39.9, -37.0])=-16424.930684175324
>> p(I|[25000, -39.9, -37.0])=0.0
>> Storing LE at (1, 30)in le_matrix.
thetaLLE: [25000, -39.9, -36.9]
>> Log p(I|[25000, -39.9, -36.9])=-16460.548322665247
>> p(I|[25000, -39.9, -36.9])=0.0
>> Storing LE at (1, 31)in le_matrix.
thetaLLE: [25000, -39.9, -36.8]
>> Log p(I|[25000, -39.9, -36.8])=-16497.093875029215
>> p(I|[25000, -39.9, -36.8])=0.0
>> Storing LE at (1, 32)in le_matrix.
thetaLLE: [25000, -39.9, -36.7]
>> Log p(I|[25000, -39.9, -36.7])=-16535.52541370108
>> p(I|[25000, -39.9, -36.7])=0.0
>> Storing LE at (1, 33)in le_matrix.
thetaLLE: [25000, -39.9, -36.6]
>> Log p(I|[25000, -39.9, -36.6])=-16569.11087029028
>> p(I|[25000, -39.9, -36.6])=0.0
>> Storing LE at (1, 34)in le_matrix.
thetaLLE: [25000, -39.9, -36.5]
>> Log p(I|[25000, -39.9, -36.5])=-16608.202645090656
>> p(I|[25000, -39.9, -36.5])=0.0
>> Storing LE at (1, 35)in le_matrix.
thetaLLE: [25000, -39.9, -36.4]
>> Log p(I|[25000, -39.9, -36.4])=-16647.63376542264
>> p(I|[25000, -39.9, -36.4])=0.0
>> Storing LE at (1, 36)in le_matrix.
thetaLLE: [25000, -39.9, -36.3]
>> Log p(I|[25000, -39.9, -36.3])=-16511.011899166104
>> p(I|[25000, -39.9, -36.3])=0.0
>> Storing LE at (1, 37)in le_matrix.
thetaLLE: [25000, -39.9, -36.2]
>> Log p(I|[25000, -39.9, -36.2])=-16538.6457124414
>> p(I|[25000, -39.9, -36.2])=0.0
>> Storing LE at (1, 38)in le_matrix.
thetaLLE: [25000, -39.9, -36.1]
>> Log p(I|[25000, -39.9, -36.1])=-16566.66894643459
>> p(I|[25000, -39.9, -36.1])=0.0
>> Storing LE at (1, 39)in le_matrix.
thetaLLE: [25000, -39.9, -36.0]
>> Log p(I|[25000, -39.9, -36.0])=-16594.982724987516
>> p(I|[25000, -39.9, -36.0])=0.0
>> Storing LE at (1, 40)in le_matrix.
thetaLLE: [25000, -39.9, -35.9]
>> Log p(I|[25000, -39.9, -35.9])=-16623.69467225561
>> p(I|[25000, -39.9, -35.9])=0.0
>> Storing LE at (1, 41)in le_matrix.
thetaLLE: [25000, -39.9, -35.8]
>> Log p(I|[25000, -39.9, -35.8])=-16652.803714301608
>> p(I|[25000, -39.9, -35.8])=0.0
>> Storing LE at (1, 42)in le_matrix.
thetaLLE: [25000, -39.9, -35.7]
>> Log p(I|[25000, -39.9, -35.7])=-16682.196045649413
>> p(I|[25000, -39.9, -35.7])=0.0
>> Storing LE at (1, 43)in le_matrix.
thetaLLE: [25000, -39.9, -35.6]
>> Log p(I|[25000, -39.9, -35.6])=-16712.129349125207
>> p(I|[25000, -39.9, -35.6])=0.0
>> Storing LE at (1, 44)in le_matrix.
thetaLLE: [25000, -39.9, -35.5]
>> Log p(I|[25000, -39.9, -35.5])=-16742.422756208976
>> p(I|[25000, -39.9, -35.5])=0.0
>> Storing LE at (1, 45)in le_matrix.
thetaLLE: [25000, -39.9, -35.4]
>> Log p(I|[25000, -39.9, -35.4])=-16772.91137639996
>> p(I|[25000, -39.9, -35.4])=0.0
>> Storing LE at (1, 46)in le_matrix.
thetaLLE: [25000, -39.9, -35.3]
>> Log p(I|[25000, -39.9, -35.3])=-16803.541422615745
>> p(I|[25000, -39.9, -35.3])=0.0
>> Storing LE at (1, 47)in le_matrix.
thetaLLE: [25000, -39.9, -35.2]
>> Log p(I|[25000, -39.9, -35.2])=-16834.934094149743
>> p(I|[25000, -39.9, -35.2])=0.0
>> Storing LE at (1, 48)in le_matrix.
thetaLLE: [25000, -39.9, -35.1]
>> Log p(I|[25000, -39.9, -35.1])=-16866.573013238372
>> p(I|[25000, -39.9, -35.1])=0.0
>> Storing LE at (1, 49)in le_matrix.
thetaLLE: [25000, -39.9, -35.0]
>> Log p(I|[25000, -39.9, -35.0])=-16898.78752396422
>> p(I|[25000, -39.9, -35.0])=0.0
>> Storing LE at (1, 50)in le_matrix.
thetaLLE: [25000, -39.9, -34.9]
>> Log p(I|[25000, -39.9, -34.9])=-16933.4665406429
>> p(I|[25000, -39.9, -34.9])=0.0
>> Storing LE at (1, 51)in le_matrix.
thetaLLE: [25000, -39.9, -34.8]
>> Log p(I|[25000, -39.9, -34.8])=-16965.192724843837
>> p(I|[25000, -39.9, -34.8])=0.0
>> Storing LE at (1, 52)in le_matrix.
thetaLLE: [25000, -39.9, -34.7]
>> Log p(I|[25000, -39.9, -34.7])=-16999.69698457304
>> p(I|[25000, -39.9, -34.7])=0.0
>> Storing LE at (1, 53)in le_matrix.
thetaLLE: [25000, -39.9, -34.6]
>> Log p(I|[25000, -39.9, -34.6])=-17026.420090655734
>> p(I|[25000, -39.9, -34.6])=0.0
>> Storing LE at (1, 54)in le_matrix.
thetaLLE: [25000, -39.9, -34.5]
>> Log p(I|[25000, -39.9, -34.5])=-17068.84108859794
>> p(I|[25000, -39.9, -34.5])=0.0
>> Storing LE at (1, 55)in le_matrix.
thetaLLE: [25000, -39.9, -34.4]
>> Log p(I|[25000, -39.9, -34.4])=-16953.486222135423
>> p(I|[25000, -39.9, -34.4])=0.0
>> Storing LE at (1, 56)in le_matrix.
thetaLLE: [25000, -39.9, -34.3]
>> Log p(I|[25000, -39.9, -34.3])=-16975.02168452965
>> p(I|[25000, -39.9, -34.3])=0.0
>> Storing LE at (1, 57)in le_matrix.
thetaLLE: [25000, -39.9, -34.2]
>> Log p(I|[25000, -39.9, -34.2])=-17007.957529903193
>> p(I|[25000, -39.9, -34.2])=0.0
>> Storing LE at (1, 58)in le_matrix.
thetaLLE: [25000, -39.9, -34.1]
>> Log p(I|[25000, -39.9, -34.1])=-16884.42712429257
>> p(I|[25000, -39.9, -34.1])=0.0
>> Storing LE at (1, 59)in le_matrix.
thetaLLE: [25000, -39.9, -34.0]
>> Log p(I|[25000, -39.9, -34.0])=-16906.91144066243
>> p(I|[25000, -39.9, -34.0])=0.0
>> Storing LE at (1, 60)in le_matrix.
thetaLLE: [25000, -39.9, -33.9]
>> Log p(I|[25000, -39.9, -33.9])=-16929.724904031606
>> p(I|[25000, -39.9, -33.9])=0.0
>> Storing LE at (1, 61)in le_matrix.
thetaLLE: [25000, -39.9, -33.8]
>> Log p(I|[25000, -39.9, -33.8])=-16952.87410977853
>> p(I|[25000, -39.9, -33.8])=0.0
>> Storing LE at (1, 62)in le_matrix.
thetaLLE: [25000, -39.9, -33.7]
>> Log p(I|[25000, -39.9, -33.7])=-16976.36610478803
>> p(I|[25000, -39.9, -33.7])=0.0
>> Storing LE at (1, 63)in le_matrix.
thetaLLE: [25000, -39.9, -33.6]
>> Log p(I|[25000, -39.9, -33.6])=-17000.20774069102
>> p(I|[25000, -39.9, -33.6])=0.0
>> Storing LE at (1, 64)in le_matrix.
thetaLLE: [25000, -39.9, -33.5]
>> Log p(I|[25000, -39.9, -33.5])=-17024.406469076297
>> p(I|[25000, -39.9, -33.5])=0.0
>> Storing LE at (1, 65)in le_matrix.
thetaLLE: [25000, -39.9, -33.4]
>> Log p(I|[25000, -39.9, -33.4])=-17048.969695123575
>> p(I|[25000, -39.9, -33.4])=0.0
>> Storing LE at (1, 66)in le_matrix.
thetaLLE: [25000, -39.9, -33.3]
>> Log p(I|[25000, -39.9, -33.3])=-17073.904289503374
>> p(I|[25000, -39.9, -33.3])=0.0
>> Storing LE at (1, 67)in le_matrix.
thetaLLE: [25000, -39.9, -33.2]
>> Log p(I|[25000, -39.9, -33.2])=-17099.218902560813
>> p(I|[25000, -39.9, -33.2])=0.0
>> Storing LE at (1, 68)in le_matrix.
thetaLLE: [25000, -39.9, -33.1]
>> Log p(I|[25000, -39.9, -33.1])=-17124.920720545302
>> p(I|[25000, -39.9, -33.1])=0.0
>> Storing LE at (1, 69)in le_matrix.
thetaLLE: [25000, -39.9, -33.0]
>> Log p(I|[25000, -39.9, -33.0])=-17151.01997698868
>> p(I|[25000, -39.9, -33.0])=0.0
>> Storing LE at (1, 70)in le_matrix.
thetaLLE: [25000, -39.9, -32.9]
>> Log p(I|[25000, -39.9, -32.9])=-17177.52372185494
>> p(I|[25000, -39.9, -32.9])=0.0
>> Storing LE at (1, 71)in le_matrix.
thetaLLE: [25000, -39.9, -32.8]
>> Log p(I|[25000, -39.9, -32.8])=-17204.436969958104
>> p(I|[25000, -39.9, -32.8])=0.0
>> Storing LE at (1, 72)in le_matrix.
thetaLLE: [25000, -39.9, -32.7]
>> Log p(I|[25000, -39.9, -32.7])=-17231.77234989757
>> p(I|[25000, -39.9, -32.7])=0.0
>> Storing LE at (1, 73)in le_matrix.
thetaLLE: [25000, -39.9, -32.6]
>> Log p(I|[25000, -39.9, -32.6])=-17259.550702321427
>> p(I|[25000, -39.9, -32.6])=0.0
>> Storing LE at (1, 74)in le_matrix.
thetaLLE: [25000, -39.9, -32.5]
>> Log p(I|[25000, -39.9, -32.5])=-17287.752395095715
>> p(I|[25000, -39.9, -32.5])=0.0
>> Storing LE at (1, 75)in le_matrix.
thetaLLE: [25000, -39.9, -32.4]
>> Log p(I|[25000, -39.9, -32.4])=-17316.37905308446
>> p(I|[25000, -39.9, -32.4])=0.0
>> Storing LE at (1, 76)in le_matrix.
thetaLLE: [25000, -39.9, -32.3]
>> Log p(I|[25000, -39.9, -32.3])=-17345.5809099414
>> p(I|[25000, -39.9, -32.3])=0.0
>> Storing LE at (1, 77)in le_matrix.
thetaLLE: [25000, -39.9, -32.2]
>> Log p(I|[25000, -39.9, -32.2])=-17375.150161413803
>> p(I|[25000, -39.9, -32.2])=0.0
>> Storing LE at (1, 78)in le_matrix.
thetaLLE: [25000, -39.9, -32.1]
>> Log p(I|[25000, -39.9, -32.1])=-17405.223231777367
>> p(I|[25000, -39.9, -32.1])=0.0
>> Storing LE at (1, 79)in le_matrix.
thetaLLE: [25000, -39.9, -32.0]
>> Log p(I|[25000, -39.9, -32.0])=-17435.668466202762
>> p(I|[25000, -39.9, -32.0])=0.0
>> Storing LE at (1, 80)in le_matrix.
thetaLLE: [25000, -39.9, -31.9]
>> Log p(I|[25000, -39.9, -31.9])=-17466.672155513028
>> p(I|[25000, -39.9, -31.9])=0.0
>> Storing LE at (1, 81)in le_matrix.
thetaLLE: [25000, -39.9, -31.8]
>> Log p(I|[25000, -39.9, -31.8])=-17498.521005306076
>> p(I|[25000, -39.9, -31.8])=0.0
>> Storing LE at (1, 82)in le_matrix.
thetaLLE: [25000, -39.9, -31.7]
>> Log p(I|[25000, -39.9, -31.7])=-17532.068652697108
>> p(I|[25000, -39.9, -31.7])=0.0
>> Storing LE at (1, 83)in le_matrix.
thetaLLE: [25000, -39.9, -31.6]
>> Log p(I|[25000, -39.9, -31.6])=-17561.331973330467
>> p(I|[25000, -39.9, -31.6])=0.0
>> Storing LE at (1, 84)in le_matrix.
thetaLLE: [25000, -39.9, -31.5]
>> Log p(I|[25000, -39.9, -31.5])=-17595.51580713382
>> p(I|[25000, -39.9, -31.5])=0.0
>> Storing LE at (1, 85)in le_matrix.
thetaLLE: [25000, -39.9, -31.4]
>> Log p(I|[25000, -39.9, -31.4])=-17630.028180368867
>> p(I|[25000, -39.9, -31.4])=0.0
>> Storing LE at (1, 86)in le_matrix.
thetaLLE: [25000, -39.9, -31.3]
>> Log p(I|[25000, -39.9, -31.3])=-17508.078697996956
>> p(I|[25000, -39.9, -31.3])=0.0
>> Storing LE at (1, 87)in le_matrix.
thetaLLE: [25000, -39.9, -31.2]
>> Log p(I|[25000, -39.9, -31.2])=-17532.164047126676
>> p(I|[25000, -39.9, -31.2])=0.0
>> Storing LE at (1, 88)in le_matrix.
thetaLLE: [25000, -39.9, -31.1]
>> Log p(I|[25000, -39.9, -31.1])=-17556.625415817045
>> p(I|[25000, -39.9, -31.1])=0.0
>> Storing LE at (1, 89)in le_matrix.
thetaLLE: [25000, -39.9, -31.0]
>> Log p(I|[25000, -39.9, -31.0])=-17581.38459079879
>> p(I|[25000, -39.9, -31.0])=0.0
>> Storing LE at (1, 90)in le_matrix.
thetaLLE: [25000, -39.9, -30.9]
>> Log p(I|[25000, -39.9, -30.9])=-17606.528166621163
>> p(I|[25000, -39.9, -30.9])=0.0
>> Storing LE at (1, 91)in le_matrix.
thetaLLE: [25000, -39.9, -30.8]
>> Log p(I|[25000, -39.9, -30.8])=-17814.18093804567
>> p(I|[25000, -39.9, -30.8])=0.0
>> Storing LE at (1, 92)in le_matrix.
thetaLLE: [25000, -39.9, -30.7]
>> Log p(I|[25000, -39.9, -30.7])=-17826.136186509564
>> p(I|[25000, -39.9, -30.7])=0.0
>> Storing LE at (1, 93)in le_matrix.
thetaLLE: [25000, -39.9, -30.6]
>> Log p(I|[25000, -39.9, -30.6])=-17852.49067048317
>> p(I|[25000, -39.9, -30.6])=0.0
>> Storing LE at (1, 94)in le_matrix.
thetaLLE: [25000, -39.9, -30.5]
>> Log p(I|[25000, -39.9, -30.5])=-17879.187713543255
>> p(I|[25000, -39.9, -30.5])=0.0
>> Storing LE at (1, 95)in le_matrix.
thetaLLE: [25000, -39.9, -30.4]
>> Log p(I|[25000, -39.9, -30.4])=-17892.275132919975
>> p(I|[25000, -39.9, -30.4])=0.0
>> Storing LE at (1, 96)in le_matrix.
thetaLLE: [25000, -39.9, -30.3]
>> Log p(I|[25000, -39.9, -30.3])=-17919.40481474125
>> p(I|[25000, -39.9, -30.3])=0.0
>> Storing LE at (1, 97)in le_matrix.
thetaLLE: [25000, -39.9, -30.2]
>> Log p(I|[25000, -39.9, -30.2])=-17939.129456895655
>> p(I|[25000, -39.9, -30.2])=0.0
>> Storing LE at (1, 98)in le_matrix.
thetaLLE: [25000, -39.9, -30.1]
>> Log p(I|[25000, -39.9, -30.1])=-17961.40157856914
>> p(I|[25000, -39.9, -30.1])=0.0
>> Storing LE at (1, 99)in le_matrix.
thetaLLE: [25000, -39.9, -30.0]
>> Log p(I|[25000, -39.9, -30.0])=-17982.083678547577
>> p(I|[25000, -39.9, -30.0])=0.0
>> Storing LE at (1, 100)in le_matrix.
thetaLLE: [25000, -39.9, -29.9]
>> Log p(I|[25000, -39.9, -29.9])=-18007.265239496974
>> p(I|[25000, -39.9, -29.9])=0.0
>> Storing LE at (1, 101)in le_matrix.
thetaLLE: [25000, -39.9, -29.8]
>> Log p(I|[25000, -39.9, -29.8])=-18029.0447113804
>> p(I|[25000, -39.9, -29.8])=0.0
>> Storing LE at (1, 102)in le_matrix.
thetaLLE: [25000, -39.9, -29.7]
>> Log p(I|[25000, -39.9, -29.7])=-18053.489217594983
>> p(I|[25000, -39.9, -29.7])=0.0
>> Storing LE at (1, 103)in le_matrix.
thetaLLE: [25000, -39.9, -29.6]
>> Log p(I|[25000, -39.9, -29.6])=-18071.60101974489
>> p(I|[25000, -39.9, -29.6])=0.0
>> Storing LE at (1, 104)in le_matrix.
thetaLLE: [25000, -39.9, -29.5]
>> Log p(I|[25000, -39.9, -29.5])=-18103.652126635643
>> p(I|[25000, -39.9, -29.5])=0.0
>> Storing LE at (1, 105)in le_matrix.
thetaLLE: [25000, -39.9, -29.4]
>> Log p(I|[25000, -39.9, -29.4])=-17960.104028787886
>> p(I|[25000, -39.9, -29.4])=0.0
>> Storing LE at (1, 106)in le_matrix.
thetaLLE: [25000, -39.9, -29.3]
>> Log p(I|[25000, -39.9, -29.3])=-17971.733450564978
>> p(I|[25000, -39.9, -29.3])=0.0
>> Storing LE at (1, 107)in le_matrix.
thetaLLE: [25000, -39.9, -29.2]
>> Log p(I|[25000, -39.9, -29.2])=-17992.80347747978
>> p(I|[25000, -39.9, -29.2])=0.0
>> Storing LE at (1, 108)in le_matrix.
thetaLLE: [25000, -39.9, -29.1]
>> Log p(I|[25000, -39.9, -29.1])=-17886.78221595588
>> p(I|[25000, -39.9, -29.1])=0.0
>> Storing LE at (1, 109)in le_matrix.
thetaLLE: [25000, -39.9, -29.0]
>> Log p(I|[25000, -39.9, -29.0])=-17899.497011959684
>> p(I|[25000, -39.9, -29.0])=0.0
>> Storing LE at (1, 110)in le_matrix.
thetaLLE: [25000, -39.9, -28.9]
>> Log p(I|[25000, -39.9, -28.9])=-17912.621792486072
>> p(I|[25000, -39.9, -28.9])=0.0
>> Storing LE at (1, 111)in le_matrix.
thetaLLE: [25000, -39.9, -28.8]
>> Log p(I|[25000, -39.9, -28.8])=-17926.025110842642
>> p(I|[25000, -39.9, -28.8])=0.0
>> Storing LE at (1, 112)in le_matrix.
thetaLLE: [25000, -39.9, -28.7]
>> Log p(I|[25000, -39.9, -28.7])=-17939.845634038367
>> p(I|[25000, -39.9, -28.7])=0.0
>> Storing LE at (1, 113)in le_matrix.
thetaLLE: [25000, -39.9, -28.6]
>> Log p(I|[25000, -39.9, -28.6])=-17954.054578675823
>> p(I|[25000, -39.9, -28.6])=0.0
>> Storing LE at (1, 114)in le_matrix.
thetaLLE: [25000, -39.9, -28.5]
>> Log p(I|[25000, -39.9, -28.5])=-17968.635798261465
>> p(I|[25000, -39.9, -28.5])=0.0
>> Storing LE at (1, 115)in le_matrix.
thetaLLE: [25000, -39.9, -28.4]
>> Log p(I|[25000, -39.9, -28.4])=-17983.618538878123
>> p(I|[25000, -39.9, -28.4])=0.0
>> Storing LE at (1, 116)in le_matrix.
thetaLLE: [25000, -39.9, -28.3]
>> Log p(I|[25000, -39.9, -28.3])=-17999.001762154505
>> p(I|[25000, -39.9, -28.3])=0.0
>> Storing LE at (1, 117)in le_matrix.
thetaLLE: [25000, -39.9, -28.2]
>> Log p(I|[25000, -39.9, -28.2])=-18014.80804421655
>> p(I|[25000, -39.9, -28.2])=0.0
>> Storing LE at (1, 118)in le_matrix.
thetaLLE: [25000, -39.9, -28.1]
>> Log p(I|[25000, -39.9, -28.1])=-18031.03563152506
>> p(I|[25000, -39.9, -28.1])=0.0
>> Storing LE at (1, 119)in le_matrix.
thetaLLE: [25000, -39.9, -28.0]
>> Log p(I|[25000, -39.9, -28.0])=-18047.704884121653
>> p(I|[25000, -39.9, -28.0])=0.0
>> Storing LE at (1, 120)in le_matrix.
thetaLLE: [25000, -39.9, -27.9]
>> Log p(I|[25000, -39.9, -27.9])=-18064.811180374316
>> p(I|[25000, -39.9, -27.9])=0.0
>> Storing LE at (1, 121)in le_matrix.
thetaLLE: [25000, -39.9, -27.8]
>> Log p(I|[25000, -39.9, -27.8])=-18082.37229490373
>> p(I|[25000, -39.9, -27.8])=0.0
>> Storing LE at (1, 122)in le_matrix.
thetaLLE: [25000, -39.9, -27.7]
>> Log p(I|[25000, -39.9, -27.7])=-18100.395751529686
>> p(I|[25000, -39.9, -27.7])=0.0
>> Storing LE at (1, 123)in le_matrix.
thetaLLE: [25000, -39.9, -27.6]
>> Log p(I|[25000, -39.9, -27.6])=-18118.90832029685
>> p(I|[25000, -39.9, -27.6])=0.0
>> Storing LE at (1, 124)in le_matrix.
thetaLLE: [25000, -39.9, -27.5]
>> Log p(I|[25000, -39.9, -27.5])=-18137.88653006752
>> p(I|[25000, -39.9, -27.5])=0.0
>> Storing LE at (1, 125)in le_matrix.
thetaLLE: [25000, -39.9, -27.4]
>> Log p(I|[25000, -39.9, -27.4])=-18157.333111229724
>> p(I|[25000, -39.9, -27.4])=0.0
>> Storing LE at (1, 126)in le_matrix.
thetaLLE: [25000, -39.9, -27.3]
>> Log p(I|[25000, -39.9, -27.3])=-18177.40934422912
>> p(I|[25000, -39.9, -27.3])=0.0
>> Storing LE at (1, 127)in le_matrix.
thetaLLE: [25000, -39.9, -27.2]
>> Log p(I|[25000, -39.9, -27.2])=-18197.8941136292
>> p(I|[25000, -39.9, -27.2])=0.0
>> Storing LE at (1, 128)in le_matrix.
thetaLLE: [25000, -39.9, -27.1]
>> Log p(I|[25000, -39.9, -27.1])=-18218.932320167256
>> p(I|[25000, -39.9, -27.1])=0.0
>> Storing LE at (1, 129)in le_matrix.
thetaLLE: [25000, -39.9, -27.0]
>> Log p(I|[25000, -39.9, -27.0])=-18240.3841878867
>> p(I|[25000, -39.9, -27.0])=0.0
>> Storing LE at (1, 130)in le_matrix.
thetaLLE: [25000, -39.9, -26.9]
>> Log p(I|[25000, -39.9, -26.9])=-18262.447774674933
>> p(I|[25000, -39.9, -26.9])=0.0
>> Storing LE at (1, 131)in le_matrix.
